0.04864894	0.05074336	-0.03102448	-0.029676061	0.008965845	0.014206075	0.0336857	0.05063958	0.11361877	-0.014300461	-0.06709604	0.019895049	-0.051180232	-0.02950181	0.037564483	0.03956173
-0.14118922	-0.06920696	-0.19873108	0.07540358	0.13522929	0.11157995	0.26336384	0.20554586	0.2629836	0.15121266	0.11907743	-0.17748581	-0.19790441	-0.20144194	-0.13385682	0.16028848
-0.021568935	0.15334603	-0.12111473	-0.07986495	0.07014518	0.061397176	0.24713504	0.24865681	0.30993876	-0.08484845	-0.1021309	-0.013063149	-0.1327946	-0.024971316	0.14776486	0.13404527
-0.008303285	0.008027278	-0.02842263	-0.00017473847	-0.023521721	0.0034395456	-0.020306885	0.030407261	0.038685028	0.020308081	0.03801329	0.011247527	-0.0047990456	-0.04685415	-0.034839965	-0.011825513
0.13207285	0.24641396	-0.0166182	-0.090745	0.00031128264	-0.055970017	0.16039494	0.091965094	0.24560559	-0.13327457	-0.19752324	0.01646444	-0.057679355	0.06950665	0.14544962	0.018668799
0.185819	0.21432763	0.11834916	-0.1554914	-0.07813542	-0.0797103	0.0807786	0.015216642	0.098094866	-0.17098315	-0.16302429	0.08412622	0.040085837	0.12270972	0.1262716	-0.033619683
0.033484712	0.19335738	0.011899589	-0.06977827	0.052609015	-0.011391422	0.17855443	0.20173596	0.26818156	-0.13820639	-0.1299017	0.0070590097	-0.070434436	-0.021546194	0.090639286	0.06806614
0.0064714514	0.093284205	-0.117115304	-0.05283272	0.09695901	0.05687795	0.26403746	0.17572181	0.29495162	-0.0070438734	-0.047072627	0.012484106	-0.08118793	-0.060474828	0.044368558	0.096974626
0.03068738	0.096459955	0.008812301	0.03657111	0.04841973	-0.0040551927	0.13879438	0.14486758	0.16062358	-0.027654476	-0.049370985	-0.0480104	-0.03765581	0.0039232606	0.11378348	0.114102304
0.11465039	0.2456098	0.098473	-0.12708446	-0.048964214	-0.034783978	0.081509724	0.11030577	0.2158598	-0.19682685	-0.122802995	0.086451486	0.011640478	0.10224191	0.21156114	-0.026031649
-0.029784001	0.106887825	-0.026612937	0.034862045	0.092711754	0.018906629	0.10480327	0.1711023	0.2071629	-0.031845786	-0.052537877	-0.06611784	-0.09364117	-0.047965374	0.09851338	0.08084201
0.07781253	0.17199096	-0.024769217	-0.09848824	0.057084225	-0.017546149	0.20882103	0.16064966	0.25940323	-0.13380702	-0.104739174	0.023636669	-0.090497285	-0.002236261	0.09688365	0.041941267
0.21197489	0.18814011	0.15719073	-0.20791389	-0.097870655	-0.15234527	-0.12804294	-0.099378146	-9.6499774e-05	-0.18722269	-0.16841651	0.1463825	0.13681228	0.10661769	0.16434105	-0.088517115
0.10675423	0.09289218	0.075398505	-0.07691496	-0.0044124112	-0.07919395	-0.030245364	0.031666424	-0.012602598	-0.023219613	-0.030984258	0.058620658	-0.023094434	0.04966981	0.034158025	0.02851078
-0.070584364	-0.0056763883	-0.08298385	0.02367035	0.06882729	0.077253796	0.048226472	0.098071046	0.18074343	0.04594949	0.034352414	0.009256666	-0.10138028	0.015607204	0.022566698	0.051675223
0.04278952	0.09571168	-0.04578007	-0.030220998	0.07558916	0.017277764	0.12319111	0.107597664	0.18933123	-0.019087521	-0.034291424	0.001230716	-0.069545545	-0.030515641	0.05788881	0.08913934
-0.04588108	-0.07711222	-0.16331528	0.14403693	0.090524875	0.09923953	0.104408994	0.17066014	0.16793808	0.048556354	0.06781879	-0.11421355	-0.16002265	-0.10498404	-0.036149934	0.13348483
0.0796702	0.12687355	-0.03390043	-0.04239755	0.0064583034	-0.0629219	0.20371127	0.072715744	0.16676228	-0.057511523	-0.1293889	0.064900905	-0.050918575	0.039949253	0.07331897	0.029883021
-0.057730168	0.07774851	-0.082216606	0.0043028905	0.09743591	0.070933394	0.23093808	0.21210979	0.30658746	0.02367436	-0.0063444837	-0.02291758	-0.114523076	-0.053241547	0.046156507	0.14106596
